Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ,PC1,PC2
2014-04-30,8.144055664796758,-0.0742559181083404,0.0,0.137248739973008,0.6680501031715012,0.1987024221000659,0.1241373002751575,0.0169660334965388,0.240324044528688,3.755520002948888,5.697061423263693,65.57141464640127,15.168790285788829,1.15449844644775,0.1487940551702262,-0.0844054412935928,16932.0518,16868.109,2.3647,3.22,3.47,0.09,1.6155,0.9371,6.2,138298.0,,526.66,,,,,,-35754855.16024705,0.0,0.0,0.0,,159.5225,10.5774,-5.349915782859603,-1.9438957216930115
2014-05-30,8.613425939413476,0.1764549606388721,0.0,0.1907538626117328,0.6649756391844439,0.1792690767608723,0.1332960923608611,0.0204660973679099,0.1987646557371902,4.274731287739177,3.642369812292408,51.14043967065607,13.273393665955162,1.177969351354745,0.1541328588044422,-0.0835407075870927,16932.0518,16868.109,2.3692,3.05,3.33,0.08,1.6155,0.9371,6.3,138501.0,,531.0906666666667,,,,,,-43980932.384330526,2.650826210826267,0.5301652421652534,2.1206609686610136,,163.2245,10.8641,-5.324625802894054,-1.900347418630133
2014-06-30,7.172526707937173,-0.0529435084223846,0.0,0.1725390379500709,0.6547014838058222,0.209833798701603,0.129037672888931,0.0218829874554964,0.1859179417847563,4.802015180985126,2.713401608032553,53.73150555936226,13.328333634874518,1.2047956345149622,0.1653122689885363,-0.0962994612267593,16932.0518,16868.109,2.3723,3.08,3.34,0.09,1.6155,0.9371,6.1,138833.0,,536.9825777777778,,,,,,-26744835.146171555,5.92516781519646,1.6091657567714948,4.316002058424965,,166.5923,11.116,-5.179953215696056,-2.3446393175098112
2014-07-31,8.853893067247435,0.1384764128943035,0.0,0.142425341665476,0.6544366986342852,0.1693359651007199,0.1381684281029534,0.0123843517891839,0.2390648372317828,4.190954635615007,6.401749214569131,52.34511580572372,14.37552732061028,1.306463452405808,0.1564332773252259,-0.0765260632837458,16932.0518,17064.616,2.375,3.07,3.32,0.08,1.6155,0.9371,6.2,139076.0,,541.5982340740741,,,,,,-22597690.29426131,8.129450635541161,2.913222732525428,5.216227903015733,,164.3537,12.1435,-4.837573360230748,-0.612206909127196
2014-08-29,8.200783518708343,0.0725520249281467,0.0,0.1734198899359635,0.6821233533364816,0.1832018357166208,0.1275579583688006,0.0041644799969904,0.2447121541821268,4.156291530758432,5.086021503061331,51.64830326145229,14.1782914189395,1.1173629180597535,0.1612069017846345,-0.0966799545646014,16932.0518,17064.616,2.3746,2.83,3.09,0.07,1.6155,0.9371,6.1,139258.0,,545.5984695308642,,,,,,-22597690.29426131,9.76380953312696,4.283340092645735,5.480469440481225,,170.8397,12.5119,-4.575471179124695,0.0008640914932736
2014-09-30,8.236,0.2181143090673146,0.0,0.231,0.677,0.191,0.161,0.03,0.269,3.699,4.627,60.84,10.384,1.052,0.133,-0.057,16932.0518,17064.616,2.3748,2.98,3.21,0.07,1.6155,0.9371,5.9,139563.0,,549.8333402600824,,,,,,-42708931.1161186,11.39250884567275,5.7051738432511385,5.687335002421612,,168.4836,12.252,-4.37768377903576,1.1040145035301383
2014-10-31,7.952,0.1629184240353738,0.0,0.231,0.677,0.191,0.161,0.03,0.269,3.699,4.627,60.84,10.384,1.052,0.133,-0.057,16932.0518,17141.235,2.3743,2.81,3.07,0.07,1.6155,0.9371,5.7,139805.0,,551.0662282254048,,,,,,-43359461.39631897,11.080492536748013,6.780237581950514,4.300254954797497,,172.4516,12.4946,-4.22417144422707,0.9949186613800944
2014-11-28,7.106236194449868,0.0016716122930337,0.0,0.1628970915480782,0.6557726950119794,0.1977575102584413,0.1510413090810927,0.0119632277890214,0.2467768293916452,4.465427102617649,4.565415367005405,64.80968737913982,13.195499205371377,0.9953311178149854,0.1530846532890882,-0.0549502388502249,16932.0518,17141.235,2.3698,2.62,2.89,0.08,1.6155,0.9371,5.8,140089.0,,549.8347311286841,,,,,,-39592824.28615276,9.33369351936551,7.290928769433513,2.0427647499319974,,177.1892,12.9711,-4.061180630070938,0.2142133710227607
2014-12-31,7.156,0.0071228367750037,0.0,0.217,0.681,0.187,0.151,0.031,0.271,3.593,4.557,60.86,11.994,1.064,0.141,-0.064,16932.0518,17141.235,2.3625,2.47,2.75,0.06,1.6155,0.9371,5.6,140366.0,,546.7101003115263,,,,,,-55390897.2721514,6.627868722050152,7.158316759956842,-0.5304480379066892,,176.7355,13.8974,-3.679353904954908,0.4430479363193881
2015-01-30,8.181455838377914,0.1126248085380664,0.0,0.1598074386526191,0.6868339026362533,0.1766797163822787,0.1101493666505628,0.025454816644801,0.2182104960444158,2.6008628208539726,3.384160880020008,49.95265237064996,15.45386219466168,1.1643339407319364,0.1576300334266713,-0.0852747455978064,17390.2953,17280.647,2.3475,2.04,2.25,0.06,0.1211,-7.2393,5.7,140562.0,,545.0847536033227,,,,,,-3538150.8188390434,5.08013853928685,6.742681115822844,-1.6625425765359942,,171.499,13.2136,-3.619765793379559,-0.7919612822942235
2015-02-27,6.530445191476544,0.1662199297150014,0.0,0.1286485433533309,0.6751631627156752,0.184630053263754,0.1377930546472959,0.0288299741164104,0.2245753984804473,5.75323190195134,5.215573030216087,47.676004253319945,13.134422168523292,1.3473667919361374,0.1567581544517606,-0.0688252799849106,17390.2953,17280.647,2.3534,2.38,2.6,0.06,0.1211,-7.2393,5.5,140829.0,,546.8601197895464,,,,,,71935101.39790478,5.714593370007492,6.537063566659773,-0.8224701966522812,,181.138,14.5349,-3.332816233074266,-0.5120550516366833
2015-03-31,7.144,0.0110290267528176,0.0,0.211,0.686,0.177,0.142,0.03,0.255,3.832,4.801,64.84289880858431,13.969375539137708,1.033,0.149,-0.07,17390.2953,17280.647,2.3598,2.31,2.54,0.06,0.1211,-7.2393,5.4,140924.0,,547.0121038176069,,,,,,26355672.085880503,5.316920164788485,6.293034886285516,-0.9761147214970308,,178.286,14.8058,-3.3233609269590945,-1.0943424694762798
2015-04-30,7.07,0.1382905915210272,0.0,0.211,0.686,0.177,0.142,0.03,0.255,3.832,4.801,37.48405433506606,14.493048421982577,1.033,0.149,-0.07,17390.2953,17380.875,2.3622,2.49,2.75,0.08,0.1211,-7.2393,5.4,141202.0,,545.7224899752594,,,,,,-4488234.949263737,4.094390785602286,5.853306066148869,-1.7589152805465833,,180.0393,14.1344,-2.954787210849722,-0.3498067977815608
