Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ
2010-01-08,12.54101994100611,2.036413994139308,0.2262081348788028,0.2071515270123898,0.7237314816016865,0.2004942333499439,0.1309930501740401,0.1174018530370169,1.0186147821182732,1.789390667258695,2.605709114641145,7.956306911015108,3.255848288399427,1.1587526597100684,0.1298747661667864,-0.025953561319106,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,29.08,29.034117752371877,3062.487106017192,3067.771081141818,83.92857142857144,82.55881888852758,21.150131399814185,-7240913125.929087,2.01051428737474,1.9025063974927885,0.1080078898819512,26.560263342374,89.0135,5.5946
2010-01-15,6.587190754345292,8.139045991457387,0.2084077700266215,0.1360561220229649,0.7728464906055197,0.2139440759770334,0.1558431328428003,0.0717664437679945,0.3990652283940806,2.112786946826365,2.6709530860542694,9.991562748432722,3.6085599002312416,0.8044039423736249,0.133309058084609,-0.0137826633014284,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,29.45928571428572,29.277568718722293,3081.732441471572,3062.9213673147365,83.14606741573036,83.18374508190445,21.349128771817902,-9791648992.28703,1.981614241889453,1.9183279663721216,0.0632862755173313,26.585725878382227,88.291,5.5753
2010-01-22,7.335524677439103,-0.2709914129440003,0.2597571314171138,0.1204150665999772,0.6620445603859901,0.2012590302980552,0.2878548139924616,-0.1297397292027105,1.1898168437223258,2.1213353267521637,2.350525148671013,10.19062687321448,3.7069118756964863,0.6614984314166903,0.1335215236689092,-0.0465876891200882,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,29.635,29.235226222892656,2891.3345323741005,3011.851359954288,63.72767857142859,75.96436425606049,21.546946196381544,-6992048275.929088,1.7848223060603594,1.8916268343097693,-0.1068045282494098,26.601722744524192,84.8492,5.072
2010-01-29,7.000755061274018,-8.027277997056059,0.1333189521002969,0.2009065099037719,0.7607318842152166,0.179014502476274,0.1919435916382328,0.1555269638097617,0.5096874958171443,1.46509502464974,2.3793867761020087,6.989498697387543,3.2509576879978472,0.9224350454712896,0.1315749770184833,-0.0656104187479048,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,29.64642857142857,29.09452939317364,2811.2982885085576,2928.1217541180763,50.97323600973236,62.81527079491076,21.740807272453917,-3919640120.633093,1.5480785123930012,1.822917169926416,-0.2748386575334147,26.62030181550561,83.4351,4.9752
2010-02-05,6.67994314918054,-0.4128614032821986,0.2257705470904717,0.1975807708957657,0.744378893272681,0.1483801756684236,0.2814848882994612,0.0890708638759672,0.5593352124111651,1.436160345084458,2.403463793240264,7.754901011379415,3.4305140296358028,0.6674363932287186,0.1320177229466922,0.0078285017982643,15622.033209929772,15469.231583313203,2.182108125423752,4.436626263802669,4.552083805640666,0.2422741605626434,1.6148963192069552,7.810798647105526,9.8006526979977,129839.35048916627,29.667142857142856,28.951258807417155,2795.2982885085576,2832.643703130405,51.79233621755253,52.97994475320014,21.904391127004835,-752660739.1075888,1.332190030033754,1.7247717419478836,-0.3925817119141297,26.630294437234436,82.868,5.1992
2010-02-12,7.386754014373309,-0.1575275102089826,0.1545269166064437,0.1914209076901354,0.7338830958370163,0.1606115110300156,0.219989879391919,-0.0012616842357723,0.9728871001151004,1.9100283688369932,2.3278799712407223,10.155151738467424,3.525412853615604,0.8721493698086197,0.1372662188208191,-0.0613246547918713,15596.979225833416,15463.981818102364,2.181010622673456,4.434270096250099,4.56422635151527,0.2993218924074166,1.616571549046577,8.112744307567045,9.808626026853725,129781.51471432245,29.625,28.8150909664282,2785.9847328244277,2797.527103280514,46.00811907983762,45.53095518830078,22.04210330446474,2455100625.550445,1.1406854922305385,1.6079544920044146,-0.4672689997738761,26.63781776100612,83.9401,5.0581
2010-02-19,7.541590230052492,1.7164678039549233,0.4121940026451771,0.1791035755838781,0.771250060056648,0.1682028524382821,0.111460676817878,-0.0216136871016071,1.364276656644424,1.525619583961124,2.436429044123568,6.800237417439671,3.6212929434588834,1.3347069510711222,0.1337610428722511,0.0001774913652575,15595.733978760274,15461.626324701938,2.178785274853269,4.416648227775006,4.558723504388103,0.2922214060338793,1.622254158044604,7.963621533088833,9.81228432859857,129734.44766958152,29.56357142857143,28.809078837571107,2869.9847328244277,2817.089251385804,43.96067415730337,44.01234791777325,22.169261238375444,-662846747.0283813,1.044655606575823,1.4952947149186964,-0.4506391083428733,26.644463477857457,86.3486,5.1521
2010-02-26,5.535821978121979,-3.908466341192442,0.2621774378297394,0.1640623309123985,0.7422616184154371,0.1773520111870324,0.2344013265813724,0.0212524423597836,1.0314742203122236,1.8793766072697944,2.155974063598104,10.976511266565096,3.253018839328319,0.5095153618699135,0.1315037623611416,-0.0092732616990461,15614.444565697371,15459.95668948046,2.175991785234446,4.400205656440575,4.549301917098251,0.232820763725881,1.6292284538418604,7.504376327684824,9.809192573852416,129705.84761913362,29.49571428571429,28.79053499256163,2859.9847328244277,2838.6513994910943,43.41192787794729,36.79456750386791,22.30647601360793,2363716779.8982706,0.949536401500751,1.3861430522351077,-0.4366066507343564,26.65209270597395,86.0379,5.1521
2010-03-05,6.79655296847746,9.745033474467837,0.1178080978008243,0.1250977092034662,0.7207933410536342,0.1279805199901575,0.0624794490695705,0.1916551296486438,0.8660566349667221,1.914968494055636,2.427891722959837,8.669429175878061,3.4246334436811177,1.054701188873554,0.1360127730725198,-0.0204475863629109,15662.025220841126,15479.357836433555,2.1766231702439143,4.367799412651129,4.533027463565703,0.1512584413591159,1.6211846476628,7.116976799607411,9.784106143942848,129844.61807132627,29.450535714285717,28.76346366022008,2851.7347328244277,2860.5680661577608,45.41167936162495,42.977612444460846,22.439146493335777,5488163596.447565,0.8576106835473389,1.2804365784975538,-0.4228258949502148,26.66265716013936,88.7649,5.5393
2010-03-12,2.490709415176222,31.987516965381644,0.233909229594422,0.1915069939993876,0.7295698691614886,0.1876304856180365,0.1662891897443249,-0.0377001681019944,1.0720416100714,2.1570513222802377,2.393366794894281,7.753760313581682,3.191055625227293,0.7694708087887215,0.1346883548351422,-0.0107911673493114,15690.109000260096,15473.664782568252,2.17440530758445,4.3867024743217495,4.548761429889561,0.0658665838872299,1.6261244746373515,6.613881253887885,9.777529026207109,129852.62368401108,29.399821428571432,28.831001838857404,2919.9847328244277,2877.2347328244277,44.79090242112985,42.41156741994883,22.576363563469062,2514937329.898271,0.8302602129736165,1.1904013053927665,-0.3601410924191499,26.671322005252744,89.705,5.614
