Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ,PC1,PC2
2010-01-08,5.473740512593337,-0.0035565321797687,0.0,0.0704167109684679,0.163693946759837,0.0689168727841703,0.0238953478733616,0.1694105775576396,0.9789425218741876,,,11.235778356839049,3.755724590348167,,0.0,0.0060259953350383,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,3333.1878571428574,3308.853035719862,332187.484399135,329821.7543152826,55.62017780910978,65.45895293157596,2826.3747070198715,1515708.9587590815,43.73193202125549,58.26368083301037,-14.53174881175488,3585.8707242199257,89.0135,5.5946,30.722764849482232,-5.126490428967969
2010-01-15,4.790163990919427,0.5526507535381269,0.0,0.1094212826426264,0.1827000918337415,0.0714374415646768,0.0386363984489407,0.2180992935001073,1.158842761516303,,,10.890228791878531,4.161536885922776,,0.0,-0.0142831844940016,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,3330.3307142857147,3300.605964290547,324687.74041521444,328488.03802923526,46.44924191314846,57.865826768608535,2836.437212879474,-2224118.059246015,35.183209204022205,53.64758650721274,-18.46437730319054,3583.285809820763,88.291,5.5753,30.67041382434242,-4.844687495303416
2010-01-22,3.696307514284992,1.0492852544497002,0.0,0.0756563876643882,0.1766929317436841,0.0610629273461611,0.0273477638187271,0.2037667245057708,1.1001421953119643,,,11.439888456071982,4.029097939233703,,0.0,-0.0086485522497242,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,3099.195,2869.8718357184744,7009.979796920602,221295.06820375667,6.520278622795047,21.661612474501283,69.36,3465332.2813885035,-225.34337658388404,-2.150606111006617,-223.1927704728774,2904.808971641632,84.8492,5.072,16.57176300424102,3.607182537369689
2010-01-29,1.8752169102320584,0.5342489493876412,0.0,0.0572562898883494,0.1840735435166615,0.0587049374849146,0.020940844499298,0.1976132296227836,1.104431648329342,,,9.504116544513192,3.9886511002156015,,0.0,-0.0034491480670224,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,2867.654285714286,2497.4129242893446,7642.980239501781,113113.56681721228,6.377624485599483,15.58488508615818,67.87,43574414.19881851,-426.3866745478117,-86.99781979836763,-339.3888547494441,1044.974050808448,83.4351,4.9752,11.435172119232483,5.263098794599548
2010-02-05,4.175488132809828,-0.7686202559973082,0.0,0.0538862781316435,0.1464185423212858,0.0713728071045263,0.0474303141076236,0.2011722439451307,1.1701975712373835,,,12.979094827105524,4.010512259684013,,0.0,-0.0166567781459662,15622.033209929772,15469.231583313203,2.182108125423752,4.436626263802669,4.552083805640666,0.2422741605626434,1.6148963192069552,7.810798647105526,9.8006526979977,129839.35048916627,2638.409285714286,2174.233867717432,7356.98023950178,7336.646758641388,6.433274057583446,28.051036402348373,68.06840000000001,23272534.02004276,-579.2682706785492,-185.451909974404,-393.81636070414527,707.2965960297244,82.868,5.1992,8.599344004426959,6.473695616665329
2010-02-12,4.392349362900053,0.1108797132508954,0.0,0.0518789047339393,0.1487833915468024,0.0733096790238777,0.0120501545758803,0.2160098341525904,0.94732364001139,,,10.232580767153744,2.915182881924685,,0.0,-0.0167873681325042,15596.979225833416,15463.981818102364,2.181010622673456,4.434270096250099,4.56422635151527,0.2993218924074166,1.616571549046577,8.112744307567045,9.808626026853725,129781.51471432245,2399.259285714286,1894.5893520217744,7689.980239501781,7563.313572835114,2.772887820621321,64.75723353862217,68.26703200000001,274680754.98989433,-692.1803101464657,-286.7975900088163,-405.38272013764936,252.7586477694977,83.9401,5.0581,7.326096202660348,6.832250908236718
2010-02-19,2.691226090478116,-0.2642962512261987,0.0,0.0855032967096138,0.1675895497046816,0.0672951743270646,0.0127422225681719,0.2167637597786815,0.9916932320452334,,,11.362056881420628,1.812495262753382,,0.0,0.0122662627172138,15595.733978760274,15461.626324701938,2.178785274853269,4.416648227775006,4.558723504388103,0.2922214060338793,1.622254158044604,7.963621533088833,9.81228432859857,129734.44766958152,2161.240714285714,1652.4761050855377,7873.98023950178,7640.313572835113,2.8345203990352417,67.60753624029411,68.45889136000001,574635426.5991321,-772.6092834031351,-383.9599286876801,-388.6493547154551,232.0623265055111,86.3486,5.1521,6.707777040319792,7.064600233822212
2010-02-26,4.110902369257573,-1.7327933788108445,0.0,0.0459632581183658,0.1740588631793374,0.059927041397797,0.0336264893756636,0.2139457868076931,1.0911003654848708,,,9.051088933811709,3.751032441511081,,0.0,-0.01416772705633,15614.444565697371,15459.95668948046,2.175991785234446,4.400205656440575,4.549301917098251,0.232820763725881,1.6292284538418604,7.504376327684824,9.809192573852416,129705.84761913362,1920.75,1442.8299577407993,8012.98023950178,7858.98023950178,1.873118519344416,69.9742511829059,68.67671353280001,935838855.1976165,-826.7078888503481,-472.50952072021374,-354.1983681301344,217.12907601687016,86.0379,5.1521,6.057251461402324,7.214586492599978
2010-03-05,3.661084591445361,0.1618873368914843,0.0,0.0558246962432998,0.1769570297712347,0.0633070162715173,0.0270294821486569,0.2237371349385061,1.1203045993755698,,,12.69221848588843,3.5189130874393086,,0.0,0.0027220600033918,15662.025220841126,15479.357836433555,2.1766231702439143,4.367799412651129,4.533027463565703,0.1512584413591159,1.6211846476628,7.116976799607411,9.784106143942848,129844.61807132627,1685.1328571428571,1261.5672967086928,8335.98023950178,8074.313572835114,2.000791585907436,72.60378266835039,68.90677926214401,1356151408.6787295,-859.4139997978757,-549.8904165357462,-309.5235832621295,205.84142600210257,88.7649,5.5393,5.390041467157907,7.206277438633274
2010-03-12,3.284870319007897,0.2878889231177107,0.0,0.0386969659566349,0.1606711211926782,0.0654466227756542,-0.0483924231470699,0.2032146351731031,1.0300219654790528,,,13.345985817329208,4.584117205522683,,0.0,-0.0088633538940127,15690.109000260096,15473.664782568252,2.17440530758445,4.3867024743217495,4.548761429889561,0.0658665838872299,1.6261244746373515,6.613881253887885,9.777529026207109,129852.62368401108,1453.8642857142856,1104.3236571475338,8223.98023950178,8190.98023950178,2.0368801218276644,74.3161614478513,69.19664367690113,942831100.5679868,-875.3338986906919,-614.9791129667353,-260.3547857239565,200.880282231057,89.705,5.614,4.729833596415939,7.181474121214207
