Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ
2010-01-08,9.241135651382894,0.2380707435411438,0.0016640587400777,0.2096135707516268,0.4099285815107208,0.2028376022779347,0.1917783978432702,-0.0290958180965147,0.4014761079125987,0.2772798742105374,1.375789599404465,44.83534398517621,4.538405927253321,6.8680390593170335,0.0247966086376698,-0.0346204884703903,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,198.95942857142856,197.27495736720405,21192.11651697483,21052.52492506193,65.67129629629629,56.281056516330935,215.59,59966734375.03125,14.883637859475158,15.316504109116602,-0.4328662496414441,135.41153019664253,89.0135,5.5946
2010-01-15,6.377892548484322,0.2643429408442155,0.0143920049554905,0.1962314933679308,0.4377610369133622,0.1768533621165526,0.2423020982925735,0.0292027602402387,-0.2302164693176084,0.0495244735181956,1.6031769033670762,14.907260485089004,3.5542117022229864,1.66425572370864,0.0127071389641137,-0.0509483863827066,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,200.06371428571427,198.4289630515769,20586.82323568575,20948.90172206481,58.89732965009208,49.10493217789304,215.4592,57689329895.36285,14.305514268645538,15.11430614102239,-0.808791872376851,135.69672782827828,88.291,5.5753
2010-01-22,4.813816644097436,0.0088677981745079,0.1126452972176799,0.2040197676816438,0.4205770798967764,0.1763462377276102,0.3300504203765839,-0.0861590675861181,0.8089681546426711,0.1193614174443926,0.9251816422087964,51.72701495375276,3.691881083690871,3.2285943135135344,0.0023582451819496,-0.0272095127380781,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,200.7565714285714,198.3384346447,19768.82323568575,20515.920996115445,55.23531951640759,42.7172920607203,215.686384,55506581164.3622,13.03700701920758,14.698846316659427,-1.6618392974518503,135.9772768093316,84.8492,5.072
2010-01-29,10.311211325199864,0.0749547697158364,-0.0601077978279447,0.1924065001099099,0.4332692208931539,0.2052368301129699,0.2603513663654864,0.0678814601893691,0.6694398340301214,0.7943001907082594,0.5649169391260571,23.543503021435427,2.8681611748079536,6.135113121108656,0.0147074809520955,-0.0293352821307005,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,199.90821428571425,197.50171002540665,19200.11845436376,19851.921641911755,42.79631718767058,28.22649259412989,216.05691168,53537451715.04953,11.440928609884878,14.04726277530452,-2.606334165419643,136.61883202131497,83.4351,4.9752
2010-02-05,5.0738086148592085,0.4897001362909641,-0.1139796945869217,0.1905172699320543,0.4119711622230737,0.1849995821238008,0.2367642547134682,0.008127139963651,0.4921079913691105,0.5964551322519763,1.2979746356954676,19.92116391303077,3.733740768948307,-2.28064721051038,0.0095102345119138,-0.0274546487083621,15622.033209929772,15469.231583313203,2.182108125423752,4.436626263802669,4.552083805640666,0.2422741605626434,1.6148963192069552,7.810798647105526,9.8006526979977,129839.35048916627,200.40535714285716,197.22948202201903,19539.81845436376,19502.92004813776,54.94360314799558,27.974418934605666,216.5730499136,55504758033.2392,10.331044629818564,13.30401914620733,-2.9729745163887653,136.92987169729466,82.868,5.1992
2010-02-12,3.535660698100565,-0.2680543221336827,0.1466735951205181,0.2199125650842449,0.4165086264785517,0.1999450294113694,0.1920072341821982,-0.0083529088468658,0.1844927593549393,0.3279438898798067,1.022865341791101,2.630109839738729,3.376796152537616,9.506538265709512,0.0081430906609897,-0.0222679051289029,15596.979225833416,15463.981818102364,2.181010622673456,4.434270096250099,4.56422635151527,0.2993218924074166,1.616571549046577,8.112744307567045,9.808626026853725,129781.51471432245,200.83678571428567,197.64955108574983,20030.988480118915,19590.30846294881,54.346949938106334,34.507206953208936,217.087510911872,57536383480.22469,9.736223339113366,12.590459984788538,-2.854236645675172,137.16766919975683,83.9401,5.0581
2010-02-19,10.244199941482345,0.1501742011966313,-0.1322242672259505,0.2194293176125101,0.4311837473965244,0.226058910134613,0.2506524590084271,0.1261295365409962,0.1529877064892426,0.7684115629329786,1.0854033213593828,58.73666703957258,3.3523622886061517,4.47354944681722,0.0105784530860726,-0.0638387147717282,15595.733978760274,15461.626324701938,2.178785274853269,4.416648227775006,4.558723504388103,0.2922214060338793,1.622254158044604,7.963621533088833,9.81228432859857,129734.44766958152,200.63821428571427,198.1856109409832,20159.988480118915,19910.265138200528,47.708312724634816,34.06680721730763,217.54926113010944,59533560423.73192,9.26214713312936,11.924797414456702,-2.662650281327341,137.33691738788963,86.3486,5.1521
2010-02-26,13.22344005164797,0.6059159981063664,-0.0596913497757137,0.2048053133578772,0.431810406796243,0.2346962944401832,0.4208331958887821,0.0124641740548539,0.507099819927612,0.5353217466841267,1.2302088690466615,35.72372361954739,3.3799603560058427,-2.529827191871692,0.0122414255415113,-0.0235972784351916,15614.444565697371,15459.95668948046,2.175991785234446,4.400205656440575,4.549301917098251,0.232820763725881,1.6292284538418604,7.504376327684824,9.809192573852416,129705.84761913362,200.9739285714286,199.04352948218548,20454.988480118915,20215.321813452247,53.97806141449708,33.722825234115135,217.88304635271163,61612759660.2624,9.02049600726582,11.343937133018526,-2.323441125752707,137.57562398735246,86.0379,5.1521
2010-03-05,4.551216404520124,0.5378624214800741,-0.0031532649159908,0.1981106130440276,0.4176243172183028,0.2000882541919478,0.3180165769099086,0.1884252560459464,0.7597980766377725,0.7433181499785719,0.9754372607028324,16.67137519494842,3.5673078991348204,7.845807969328812,0.0128958083921137,-0.0050438155308697,15662.025220841126,15479.357836433555,2.1766231702439143,4.367799412651129,4.533027463565703,0.1512584413591159,1.6211846476628,7.116976799607411,9.784106143942848,129844.61807132627,202.28535714285712,201.69772555122745,21888.917472598325,20834.631477612053,62.62133252674126,39.66304497346999,219.7,63779973981.0034,9.871504429939506,11.049450592402724,-1.1779461624632166,137.8769698966544,88.7649,5.5393
2010-03-12,7.331185828512394,-0.3432721178600442,0.0383154202946035,0.2036842052156226,0.4238395221490189,0.2561637989103379,0.2896460698184872,-0.1790378126778762,-0.2431020169014259,0.2670691471358045,0.845134077642319,41.53015798096848,3.1045694260315617,-1.857652505442696,0.0149275747316209,-0.0165201823065025,15690.109000260096,15473.664782568252,2.17440530758445,4.3867024743217495,4.548761429889561,0.0658665838872299,1.6261244746373515,6.613881253887885,9.777529026207109,129852.62368401108,204.6625,205.01802881106377,22655.168245838668,21666.3580661853,72.75897912848428,46.92575243383946,227.73,66023351201.94766,11.036009553915278,11.046762384705234,-0.010752830789956,138.21415466215691,89.705,5.614
