Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ
2020-01-31,26.553,1.231,0.195,0.526,0.699,0.226,0.36,0.325,1.092,1.123,1.563,,2.13,3.041,0.0,-0.01,305.3638,37.0548
2020-01-24,16.03479824639575,4.350836713938426,0.23877387841322775,0.3557258451906362,0.6295663406999706,0.17155179191130535,0.11914231391969372,0.09623432840711582,0.6549705314422551,0.9645078556796216,1.9592999860002929,,3.612696779604994,2.357080180167949,0.0,-0.02767690353887715,312.0457,35.0662
2020-01-17,28.60007851494478,1.9341544506453119,0.2201326430249995,0.24072453000349586,0.5998102838829749,0.18073525013275898,0.274015050483567,0.18022056670835107,0.24364456961739817,0.7314893515526402,1.1752118022924662,,2.1682596471584774,1.0504926154192566,0.0,-0.01726075425730437,315.064,34.7798
2020-01-10,49.41951058982451,2.7908650465459424,0.13003131264987,0.2871523786829826,0.6586458528273608,0.21782214183585694,0.13469428074057357,0.03188307253750984,0.41141940942958166,1.224684574652657,1.4406252803586646,,2.4886195931405464,0.9672051878433157,0.0,0.01683383481902878,309.1414,33.9939
2020-01-03,12.83525601063641,6.917297615928307,0.25783856034626296,0.3596452667674132,0.5994297997457608,0.1671578077385667,0.16002504468336085,0.17670314543028368,0.738201276164018,1.2596570650281296,1.6086015141312582,,3.9466762502269486,1.8367608285977663,0.0,0.016169363744669936,306.0093,34.4521
2019-12-27,2.233715069887282,3.3532084797553585,0.16672021861954714,0.3486037594462806,0.5816513962691384,0.2224466423123735,0.2433459222792545,-0.03421619461218217,-0.030685294178606215,1.6270391467936944,1.2342222545606574,,2.784394543118537,0.4329987353790328,0.0,0.002630155382367865,306.4364,34.3598
2019-12-20,17.952004112773253,1.9905835405706593,0.28131745022254323,0.35995498696788564,0.604274330756221,0.21796220437968822,0.05400230753006241,0.23018323360578097,0.4564732437427996,1.0751980710836413,2.0699203244774758,,3.163295207616933,2.0561481038887823,0.0,0.005358279140348933,304.4147,34.2357
2019-12-13,19.98494220350565,-0.5328119496983019,0.13130423612812894,0.45307684846620166,0.6340951272383337,0.2139512629978399,0.18963641375388285,0.13205826446419625,0.8284084747595185,1.1245392228299915,1.762207364345978,,2.8030949894568606,1.8460496898400496,0.0,0.03572059689215112,299.7111,33.243
2019-12-06,25.638858210300928,0.6830269710369385,0.15937448884638358,0.28784896598194093,0.6644240164317504,0.19110343271898816,0.14269714778018605,0.05904914933942723,0.30219833085135084,1.429846765823244,1.2414617118633475,,3.4249562602907546,2.786090508495971,0.0,0.017149261261589686,297.397,33.3312
2019-11-29,1.7625043857597582,7.006739664666762,0.18343724537780498,0.427549703387385,0.6352992040639371,0.16254363999914853,0.1804723011021862,-0.05107661125518308,0.3260336015119184,1.0535351542297868,2.219645908938209,,2.8543250321123113,1.36117204957765,0.0,-0.05748938103381933,296.8681,33.195
2019-11-22,30.253136398170934,4.344224445376771,0.22137230587262316,0.248605922219662,0.616374890534117,0.18452486788843211,0.12669914040285563,-0.01489017194291975,0.6019020361024074,0.937152259221661,1.4976368094352066,,3.0661612850763684,1.8257259932600731,0.0,-0.049790492206534254,293.704,33.0588
2019-11-15,-16.974055863993666,2.0607726123724706,0.26546665534924263,0.4040840180670448,0.6185179184707896,0.1960050522215422,0.10428298053164824,0.08914375608073369,0.8598082843182178,0.668129158218861,1.944104904566234,,2.9352349053246702,2.227349326190456,0.0,0.006764928113999055,294.4879,32.8117
2019-11-08,10.01393319227005,4.632043589459958,0.17834703319979484,0.10725495979645322,0.6614149706146782,0.19841836574744673,0.04142546019419488,-0.07790697035300423,0.6307430826722639,1.2446212564764667,1.339077707066206,,2.1309141632757687,2.285118672933152,0.0,0.026875496140787086,291.7961,31.8837
2019-11-01,-19.78667611904615,1.413813309129866,0.08636060158250485,0.34000084756305404,0.6308152157727575,0.1689229774232895,-0.004023253946234012,-0.10154928630246449,0.4734012813950289,1.1839792544460428,1.9399594071814084,,3.447577730398455,2.835636265941794,0.0,0.03339202152890963,289.1515,31.4307
2019-10-25,11.96353203745692,1.6520247173792737,0.19641437166629,0.3935751004596465,0.6154193041219508,0.18372647921299667,0.0799126906741931,0.15089713163482413,0.4103135491494686,0.4448836539488724,1.432536609141685,,0.6208999175723067,2.7896371179683515,0.0,0.017020192049903363,284.8634,31.1773
2019-10-18,10.079601515485184,6.037083881194832,0.2717212752831617,0.43558149342661556,0.6511275203741683,0.20073423383202255,0.28045078098418863,0.04584480778998124,0.4640037001546356,0.9556740306952629,2.071782771828918,,4.139373243645858,0.9919751941264392,0.0,-0.0034458575731273937,281.4348,31.2375
2019-10-11,22.080610730659043,5.581317244135665,0.2814105405359042,0.2150422043829781,0.62865947573023,0.14640456797160972,0.03358275605580008,-0.09609008471536874,0.1388944174998482,1.1036558565835388,1.5134151595357956,,3.0668071453473367,2.5567871997740763,0.0,-0.032441932551378255,279.8386,31.4561
2019-10-04,29.168788580470892,3.8571079737994753,0.1719888824341834,0.20538451779474354,0.6650099087088487,0.15355677294215678,0.059587441511704406,0.11736953852712967,0.5547407457879341,1.6350407649631975,1.4407105912643114,,2.550324706983618,4.102312555965386,0.0,0.0568684688665281,278.0157,31.4307
2019-09-27,13.04327428647713,1.5461404987123821,0.13640435043930255,0.5542643576405751,0.6131263399858813,0.2065717543377311,0.27829297981462076,-0.04150407268714494,0.4504878526932137,0.4770612008377868,1.7766797484374328,,3.3781302090285252,1.9853546196805167,0.0,-0.014268820133681581,279.0075,31.7
2019-09-20,32.353306909111296,3.081338503830154,0.22879319486714214,0.3654917666542275,0.668271483717838,0.14675526891504784,0.1757321810237387,-0.033528921956719776,0.6001694551299912,1.1510410793388146,2.3132813364127185,,2.9038062213726827,1.2052663650012145,0.0,-0.010149026505286067,281.7276,31.89
2019-09-13,46.66717372469647,1.7750257949770756,0.1928726550855645,0.4763778324740349,0.6917606981940522,0.20809727705359604,0.07959857215691371,0.060419990858476144,0.6675097294023679,1.8683419180133773,1.2202931549096974,,6.324887039612522,1.9301506810349665,0.0,0.045353629325111736,283.0687,31.5226
2019-09-06,17.030499755064902,4.3127322853266365,0.14307419795160198,0.3164119323478479,0.6265940158618312,0.2067951381548793,0.09978918003436485,0.040468595147355686,0.516557705881328,1.2155216213440223,2.2528629973038377,,2.0656185607453734,1.232893781203644,0.0,0.004192907386503305,280.2106,32.8679
2019-08-30,10.157576003399425,1.263514660730838,0.19740494347885235,0.34876119552223683,0.6335534522924545,0.18957650693119615,0.08724496921228941,0.014740510050759548,0.5735982409792723,0.8203422793675563,1.23665896223357,,3.435702140146422,-0.028423264110764013,0.0,0.018110423492175662,274.9458,31.4745
