Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ
2020-01-31,19.516,1.953,0.256,0.212,0.422,0.214,0.541,0.504,2.741,0.951,1.54,37.331,2.95,4.556,0.062,-0.04,305.3638,37.0548
2020-01-24,13.579139950536085,-0.5777795372661159,0.4282849727213255,0.2167017431395826,0.42349771428332134,0.2762049123565273,0.31542213704122324,-0.04170892520405095,1.1032505500117076,0.954078119999798,1.2388265591211542,54.32642906544279,4.4284626039352935,7.988361936755126,0.031159466736430327,-0.06791857966987061,312.0457,35.0662
2020-01-17,10.019751488341923,0.7057039316225554,0.23340657273047338,0.23685876721979773,0.4126624339828917,0.2975744523196626,0.19416269776504783,0.3065683383634338,0.9629062054229042,0.810384822527547,1.5310733919512636,95.63907563272372,4.63013977048307,4.885553434400464,0.03436497478136212,-0.03640018138384914,315.064,34.7798
2020-01-10,11.212728676675725,-0.1408783161925981,0.23150959206567326,0.19421598477214663,0.4539454416618256,0.3683847753123017,0.3646090609047129,0.2296485020579245,0.5465587423672603,0.9448880044646064,0.9512278242268639,77.33500610798625,3.756080784036943,5.996357339755711,0.01615826917435156,-0.04380402366651776,309.1414,33.9939
2020-01-03,12.171955483144016,1.3017309054022626,0.18346963889594203,0.22290234093541508,0.42701827533848913,0.33334530912059473,0.28711811648110525,0.08946925430324891,0.9249049930693443,0.620934521494758,0.9675568469917099,31.548392993484484,3.3755866153821206,13.977261383804848,0.026055323382326558,-0.07580640929956046,306.0093,34.4521
2019-12-27,8.444604645040377,0.08320758383327276,0.10078839469817612,0.18955021274766604,0.4128237586580121,0.34868439750701,0.42408289194711296,-0.07320943394976517,1.306106686543936,1.0706260486539876,2.04341747902171,65.55602976620582,4.400449647173544,8.780353740635418,0.011250831291022983,-0.05144060468002365,306.4364,34.3598
2019-12-20,14.115096015170435,0.29006323493524205,0.13543493447777144,0.21818778986865528,0.4374181501326265,0.23856193068936882,0.27013221010750377,-0.01039029456810081,0.02043784306614027,1.0131983190438527,0.889672745794266,65.74173796822058,2.8109726486959508,-1.1868469630278469,0.03652207435198715,-0.05095866257506999,304.4147,34.2357
2019-12-13,5.511258749507887,0.3436457035626774,0.07922487910534735,0.2023555536416191,0.431295549706578,0.18383118498749304,0.4074070947937573,0.37276103209029143,0.5257294005353224,0.788488295646358,0.7991380095367501,58.71979909156144,3.427417388248398,14.175919336428901,0.0289498619057965,-0.08379187102759547,299.7111,33.243
2019-12-06,18.538174672944454,0.7940854498435024,0.09739085978973586,0.20355840281240137,0.4284435287112081,0.30254934123003696,0.146774416404183,0.13938132026733288,1.064524579525351,0.6484237123044858,1.2421749850938228,81.15645790102523,2.9235713828844325,1.3507922329169242,0.030641157219702893,-0.053084361447620826,297.397,33.3312
2019-11-29,11.503774227072341,-0.46976633523538475,-0.17656429181566663,0.22544971880728837,0.4187083614752129,0.335167537623438,0.3207174357374431,0.0810653594942036,1.5181654409143113,0.5727972585237979,0.8138224010495516,49.64270146531815,3.78185771262798,5.423628031289383,0.031230056690407973,-0.05386804240841614,296.8681,33.195
2019-11-22,14.938463372524815,1.0114802003539975,0.19866247008984372,0.19095000132105816,0.43593468050972706,0.2610077271675839,0.28840336539754396,-0.12040787167859629,1.2582812756652522,1.3440921157002326,1.1375621014742656,46.887419822704814,3.896740470545733,7.103852958710415,0.02663006310150296,-0.0554109500539414,293.704,33.0588
2019-11-15,8.888793584844397,0.7415162672745541,0.24221591687652716,0.24649581658218667,0.42159881262887605,0.34683589879069454,0.2382801366117157,0.031246821860676205,1.1427063036181095,0.5369105303863265,1.1338502303109936,73.60242550605695,4.258453030882606,9.786831861061575,0.06611005400749848,-0.03967092498722383,294.4879,32.8117
2019-11-08,9.520054029696565,0.18960722711335773,0.15830118584235384,0.1965896514857648,0.43238299704145794,0.2724181798570255,0.2755771651240384,0.04784292469987893,0.31795809134988084,0.4651255983673243,1.3630953601590998,59.57765425120978,5.022891396288732,9.823529905483328,0.021721238280417325,-0.03330259271276727,291.7961,31.8837
2019-11-01,7.653531231601399,1.0587403013463388,0.08083837571222385,0.22112729420561342,0.42846898285048846,0.40496486547726107,0.4188785662606109,0.28901260026531483,0.9162746425372255,0.7758070903951332,0.8753145219642042,63.32533100585064,4.7924894685636765,9.159847166704164,0.001414237891366868,-0.03290524952935209,289.1515,31.4307
2019-10-25,11.857690585521636,0.5079495163205172,0.27294121868332216,0.2564191172809321,0.42420767714487134,0.2796745867273416,0.24052219090657628,-0.1825686065877432,1.0658956222653084,0.8052369976092995,1.3243184237876797,48.02599275564752,3.575835018764895,10.272897322981319,0.020623898350807163,-0.04014222335973837,284.8634,31.1773
