Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ
2020-01-31,13.939,0.916,0.0,0.271,0.901,0.321,0.212,0.059,0.268,4.331,5.177,,8.951,1.474,0.189,-0.156,305.3638,37.0548
2019-12-31,14.176,0.931,0.0,0.271,0.901,0.321,0.212,0.059,0.268,4.331,5.177,,8.951,1.474,0.189,-0.156,305.4872,34.0766
2019-11-29,27.40477048151048,0.5768795204625723,0.0,0.10199823232251853,0.9181919142233518,0.21560760281704786,0.16140420324567398,0.011723879777629507,0.014959752465924014,10.130252310663838,10.396832054078411,,7.584610182910242,1.0619007475477864,0.1425418379408739,-0.0807468852153301,296.8681,33.195
2019-10-31,13.959,0.715,0.0,0.273,0.902,0.326,0.206,0.039,0.225,4.982,5.963,,9.214,1.427,0.187,-0.158,286.4974,31.6018
2019-09-30,12.979,0.664,0.0,0.273,0.902,0.326,0.206,0.039,0.225,4.982,5.963,,9.214,1.427,0.187,-0.158,280.3014,31.4687
2019-08-30,14.629031269007482,0.29756469957372117,0.0,0.004622541506384054,0.9231697079046732,0.24177618120909183,0.13113523789331683,0.04053245171706101,0.008614664886162832,9.151396920278337,10.586715228001625,,7.801417854643323,1.2382199217061371,0.22644407185486004,-0.07128979501772638,274.9458,31.4745
2019-07-31,15.209,0.441,0.0,0.332,0.906,0.331,0.243,0.02,0.179,6.28,7.494,,9.08,1.342,0.185,-0.117,279.6277,30.3806
2019-06-28,30.197831583419408,0.12966282727816014,0.0,0.00538610936114603,0.9018055493789451,0.2715519776046729,0.1271475984026135,0.006979215887893422,0.1475406432349118,8.133261483981705,9.138088924242611,,9.290526959904778,0.6560467584874728,0.19404643055863524,-0.04094979947945851,275.4629,30.3175
2019-05-31,13.879,0.403,0.0,0.332,0.906,0.331,0.243,0.02,0.179,6.28,7.494,,9.08,1.342,0.185,-0.117,257.54,28.4342
2019-04-30,15.873,0.289,0.0,0.396,0.91,0.321,0.278,0.0,0.157,5.861,7.194,,8.392,1.285,0.184,-0.079,275.0823,28.9236
2019-03-29,29.353581287632764,0.30579944754377675,0.0,0.3805820182628391,0.9204394417032964,0.20350086321933578,0.1589528769719299,0.013978304837144845,0.18304109696127732,7.143425476384073,10.623688141188396,,8.30278100227761,0.78099485972825,0.25799265822269696,-0.14582942740461696,264.2856,27.446
2019-02-28,13.157,0.241,0.0,0.396,0.91,0.321,0.278,0.0,0.157,5.861,7.194,,8.392,1.285,0.184,-0.079,259.5925,28.5762
2019-01-31,13.559,0.256,0.0,0.376,0.919,0.331,0.258,0.001,0.143,8.917,10.431,,8.531,1.16,0.18,-0.113,251.4418,27.4746
2018-12-31,10.739,0.202,0.0,0.376,0.919,0.331,0.258,0.001,0.143,8.917,10.431,,8.531,1.16,0.18,-0.113,232.8023,25.4555
2018-11-30,11.519,0.216,0.0,0.376,0.919,0.331,0.258,0.001,0.143,8.917,10.431,,8.531,1.16,0.18,-0.113,255.2479,28.3548
2018-10-31,13.044,0.259,0.0,0.393,0.926,0.336,0.263,0.001,0.133,9.887,11.474,,8.095,1.101,0.181,-0.107,250.5994,26.9234
2018-09-28,18.051224881970143,0.6682513356512312,0.0,0.3429694753242934,0.9415987327339267,0.2380263864194104,-0.0347380867811625,0.09126398015610576,0.15901662892180884,7.549667584562872,11.631615750140753,,8.101483029934355,0.8641495401654717,0.24422899351229574,-0.129986034412259,269.2025,26.6409
2018-08-31,15.16,0.299,0.0,0.393,0.926,0.336,0.263,0.001,0.133,9.887,11.474,,8.095,1.101,0.181,-0.107,267.6106,29.4928
2018-07-31,15.405,0.343,0.0,0.401,0.935,0.335,0.26,0.001,0.127,10.309,11.896,,6.954,1.058,0.183,-0.116,259.3328,28.2444
2018-06-29,24.087166518987754,0.5405537478943846,0.0,0.05348330573446697,0.9075996325924268,0.2227243222105686,0.07650011437516216,0.03131705882075797,0.10728144489223948,8.802696407840767,8.656333832906158,,7.527860696366862,0.5272841678373904,0.1959645469381654,-0.12302629160550901,250.0686,28.2042
2018-05-31,17.026,0.381,0.0,0.401,0.935,0.335,0.26,0.001,0.127,10.309,11.896,,6.954,1.058,0.183,-0.116,248.6376,28.2553
2018-04-30,17.037,0.395,0.0,0.392,0.94,0.312,0.239,0.001,0.137,11.098,12.916,,7.132,0.907,0.191,-0.111,242.7369,27.1665
2018-03-29,23.47776358770674,-0.0018435299829412388,0.0,0.2826745287907541,0.8960139550736016,0.09520203920204981,0.054948993064317525,0.021277026781174765,0.11543865816890986,7.818151530300607,9.337767656223557,,5.38512256200864,0.6350289427740546,0.2668020776315587,-0.06731321512694935,241.4889,26.5205
2018-02-28,17.643,0.41,0.0,0.392,0.94,0.312,0.239,0.001,0.137,11.098,12.916,,7.132,0.907,0.191,-0.111,248.296,24.7263
2018-01-31,19.558,0.419,0.0,0.417,0.942,0.304,0.252,0.002,0.106,10.907,12.585,,7.148,1.014,0.202,-0.111,257.6648,24.7752
2017-12-29,32.16957786470906,0.4617274872348488,0.0,0.23549218778901573,0.8464436621020297,0.20562716983783424,-0.0036367072646174836,0.0482757164397327,0.15815232808941124,8.433968323467898,8.329740171424119,,8.319777277726734,0.8858003646244749,0.22186796043780863,-0.11424851398502811,243.9178,23.5259
2017-11-30,18.455,0.397,0.0,0.417,0.942,0.304,0.252,0.002,0.106,10.907,12.585,,7.148,1.014,0.202,-0.111,241.0049,24.1211
2017-10-31,21.106,0.515,0.0,0.397,0.945,0.291,0.233,0.001,0.104,10.531,12.163,,6.916,1.015,0.207,-0.111,233.8568,22.1374
2017-09-29,5.587946916440927,0.2986608678244991,0.0,0.3183153319037832,0.9504860582513204,0.22435663343192186,0.13647087229509725,0.023793540368998608,0.11548480718352216,5.034771603847663,6.8308812403064,,7.406926838541285,0.7485199632139898,0.2462237597774223,-0.05835372859666263,228.4731,23.6366
2017-08-31,20.036,0.492,0.0,0.397,0.945,0.291,0.233,0.001,0.104,10.531,12.163,,6.916,1.015,0.207,-0.111,223.9623,22.853
2017-07-31,22.063,0.553,0.0,0.381,0.946,0.281,0.219,0.001,0.103,10.481,12.128,,7.652,1.026,0.212,-0.11,223.3107,22.5468
2017-06-30,19.671,0.493,0.0,0.381,0.946,0.281,0.219,0.001,0.103,10.481,12.128,,7.652,1.026,0.212,-0.11,218.8132,21.6737
2017-05-31,19.698,0.495,0.0,0.381,0.946,0.281,0.219,0.001,0.103,10.481,12.128,,7.652,1.026,0.212,-0.11,217.4272,20.4004
2017-04-28,14.358530809752104,0.6292345024829078,0.0,0.20963823068585485,0.9086974145044087,0.22268767023200198,0.030088248687979102,-0.025075407184949855,0.1760849235647874,9.19436700898735,9.884277286463705,,9.657567947033549,0.9427737224318686,0.22152678321747915,-0.0354718125675854,214.4014,20.7683
2017-03-31,20.85,0.45,0.0,0.37,0.948,0.259,0.197,0.002,0.097,10.243,11.966,,5.815,0.877,0.214,-0.103,212.2941,20.9432
2017-02-28,19.817,0.43,0.0,0.37,0.948,0.259,0.197,0.002,0.097,10.243,11.966,,5.815,0.877,0.214,-0.103,212.0274,21.3473
