Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ
2020-01-31,26.553,1.231,0.195,0.526,0.699,0.226,0.36,0.325,1.092,1.123,1.563,,2.13,3.041,0.0,-0.01,305.36384401528,37.0547572224395
2020-01-30,29.533269257443386,1.3168095860730853,0.18240781349090493,0.3754417572170424,0.6094972753443303,0.20221777347646205,0.14565911776018348,0.1522087083013621,0.7778007125944124,0.9506508621987768,2.3435668704010433,,1.8671060890241602,1.3592393110799732,0.0,0.029545233607641053,311.01117212236,36.8956693071791
2020-01-29,13.161459797622955,-0.24609119191700168,0.20772328319882793,0.2669162733534205,0.693860041917151,0.186942453780418,0.12239808719484475,0.5220647856581313,-0.004083270830922858,1.13382894445162,1.8558587361321606,,3.209035626216792,3.239127281784929,0.0,-0.006030754070727255,310.005093501603,36.6984002922563
2020-01-28,-1.5240914749138241,0.326581299660442,0.22690694001226336,0.3899299226856626,0.6174385196865559,0.1629190670423205,0.13536883184893098,0.0595906654783981,0.292653540663862,0.9364260596669433,1.8822589774283829,,3.897362835849036,2.1124170345426614,0.0,0.02849843223078299,310.261358810664,35.3620618040694
2020-01-27,20.67601083972625,-0.020152267174216032,0.13680788693393908,0.3569064952558342,0.641293227528922,0.23908358248820333,0.1960626762742826,0.16841270407325354,0.39111688859344607,1.6698026550391014,1.376394032989389,,2.479705481685202,1.2374919937358306,0.0,0.036749495084938154,307.043805485789,34.9293426745613
2020-01-24,46.89586475959036,0.9876875408150696,0.2247825844668105,0.294769594126903,0.6274599874692823,0.13092369206251953,0.18877959084045065,-0.001163976672353878,0.29107801716135456,1.373278412874718,2.052961792076987,,3.130682124362687,3.2478175026145037,0.0,0.02495921016523451,312.045724666346,35.0661582816852
2020-01-23,-3.455296099767615,3.2804304804447506,0.22744002424928195,0.35402252740578594,0.6067207575117856,0.1741206356498163,0.10779176753961779,0.09903443421438599,0.7985831331933059,1.9429630268907139,2.469257039879266,,4.7714523584703965,2.0666299937534753,0.0,-0.01890339825255756,314.845660450529,34.8816162999832
2020-01-22,30.084939514659645,0.9845646969771349,0.16598012993937994,0.4552153580729397,0.6378444899410555,0.19396352365806943,0.13834879883081763,0.10157020431010474,0.023964842957626575,0.853691609746991,2.1502235266827596,,3.3052115703363465,2.7233490736793193,0.0,0.007409715904305008,314.484990756295,34.725710143028
2020-01-21,16.882593448209263,-1.0401846195455673,0.19726173680081258,0.2799268338475633,0.646841908001874,0.17600887337226406,0.19185168167792804,0.07849909783701714,0.3869502751323647,1.0195198115356963,2.168621997556507,,2.5687466428231778,3.2635285625702437,0.0,0.016323676206534063,314.447025525323,34.7607094843853
2020-01-17,7.09602091077398,-0.8127207378307202,0.13864680953164707,0.3215496635367492,0.686100856245794,0.23341921298971124,0.11925360734875148,0.4721318886256598,0.7086253381746297,0.7588814700199379,1.4603739338637336,,3.575485295190168,2.442068411147444,0.0,-0.028405407875663653,315.063960528618,34.7798000342166
2020-01-16,20.45823529540856,-0.7907542409073862,0.13904358069817618,0.35492076569540204,0.6925405883220642,0.1909783349327075,0.16423838651434564,0.06644791601614707,0.3807699411147415,1.1686284785944452,2.064342191218606,,3.8255087173201305,1.6653372545036447,0.0,-0.006914696806252155,314.086355831089,34.4616242036959
