Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual
2020-01-31,34.501,0.311,0.162,0.241,0.633,0.183,0.248,0.188,0.426,6.31,8.484,2.797,6.926,1.01,0.273,-0.125
2020-01-30,1.7383907392559124,-0.670290818328806,0.014887368918646421,0.027107287745474107,0.6407711331710843,0.2337698456784014,-0.07959304359378719,-0.025334921869228214,0.3871377763605969,3.6256256719154587,4.150729708015167,4.643775093847618,6.731331048033801,1.0945201322845868,0.28877919936869734,-0.035487931638936626
2020-01-29,12.423942621036428,2.5161530167897324,0.056713416853102216,0.13670507829076609,0.5129377446867421,0.20642081859500347,0.24099004353575285,0.15468997435222875,0.2930113484749679,2.9945183400238053,2.2817417986371624,3.479904940322134,6.738692002850028,0.9578426644077919,0.2279106668726939,0.047257089020932265
2020-01-28,25.72507133356738,1.5107351959525874,0.09825363915031557,-0.02217307788341552,0.5065826361918808,0.13254305025309362,0.07020353402086718,0.08461111348629681,0.2955044978842615,3.965800780637824,6.562425396576252,4.449580532956723,4.953236089178915,0.9848302762794858,0.24236280043975025,0.0315106518323983
2020-01-27,4.475524673450348,0.2956731670641869,0.19306191746499538,0.2637417094650974,0.45302847954265213,0.2453810630655108,0.09526765831721642,0.19429522941394764,0.45938982970299036,4.0102661162819375,7.008060904164012,4.360381445839684,6.044701554706933,1.3113887944721547,0.22713294388450517,-0.064924111928218
2020-01-24,17.29670372938974,-0.36859737776795776,0.21753540373832503,0.08560280618161617,0.5963024469906372,0.14864895885873602,0.39478004617532125,0.08807705722684883,0.22917128593699077,4.929846600884261,6.275687756470576,4.7882072404911,5.442477158303355,0.9569761367990485,0.3023248630376867,-0.02909408338227135
2020-01-23,-4.476288417561793,0.4027180468342353,-0.04449900229836082,0.18879010834530666,0.5149378349310012,0.1645307242119101,0.05892733674993467,-0.027840490884768365,0.47008383322528957,4.125472227957911,5.566139974847623,3.3075555045412246,7.065605379535663,1.1316847155032583,0.2593074512079482,0.013121705602926914
2020-01-22,29.873296896001015,2.2023292816746496,0.20001860570539132,0.21829093580140174,0.7002629951184385,0.22753210129611004,0.007280069083060892,0.1416189283914821,0.4116915815023348,4.50926658440718,4.428674451643113,3.987211014382461,5.046535659435542,1.5803393738404339,0.16991513610049497,0.049020695167174576
2020-01-21,27.025798873212054,-1.5472876163339304,0.16161896282903235,0.1072934569981427,0.6441041215590833,0.2848670565012382,0.18274002815186627,0.12466033208011848,0.4198294364068161,4.234533404578238,5.1481506933880326,3.5097348125698105,4.8380546431180775,1.484207050742429,0.24917734188483598,-0.049330039822842855
2020-01-17,29.40663616409155,2.6635928877020203,0.2698471893696094,0.1799880306658983,0.5839490075454031,0.29972357079331835,0.321562722611308,0.12704650128487502,0.45722805115801285,3.4119425114406043,3.97561665012816,4.6623325983321,6.3497057529272904,1.160967936663328,0.28345969125360315,0.025069933798945926
2020-01-16,12.936783043234755,4.549475905185147,0.0398506720379857,0.08925236361584428,0.69859945308245,0.07016349884101733,0.10853636866252878,-0.005437666805311853,0.47464114155671133,3.641472333429497,3.997698904563312,3.5592601191735884,6.884950310908388,1.6366331957413642,0.3052722473601107,-0.04968233561138412
2020-01-15,-8.122279887086158,2.1919711616915962,0.1320213752152478,0.13051917604923757,0.5900232157731294,0.1939566371662645,0.16336570839880668,-0.06500174021171733,0.2623499515752966,4.974435875315189,4.6974970282977075,3.6359586946486018,6.737237480889131,0.9469207298368787,0.24766546678510384,-0.008435826566883964
2020-01-14,36.700505581324975,-0.5336421793010689,0.08065300458972452,0.009315604979257541,0.5351770770818819,0.19538091997364784,0.028339881097632857,0.07319703653086965,0.49748163831964914,5.116082919535999,5.769856075329727,5.035997830829878,6.148945105587898,0.9214961519720641,0.2990663619959602,-0.03297495984301359
2020-01-13,19.931741694431626,1.1626338448347728,0.20735266405016833,0.22174036881521547,0.6062775312439607,0.06314734835082922,0.17295038520061873,0.0958201066094888,0.48403820223740474,3.5171437793412146,5.675418973419182,3.5941950153042668,5.815174772441595,1.4845633224134258,0.21876532180822633,-0.06105265300461564
2020-01-10,44.23648843714444,-1.4003813088777364,0.4388091426779446,-0.008490918776313666,0.650326897655799,0.14399903160727773,-0.042556374472254216,0.11144941099364418,0.3391574432971882,3.111085460577118,3.8205675897484523,3.644898330674724,5.848413466739007,1.1358594119592476,0.1870508744613681,-0.004305162475692216
2020-01-09,32.71384688296747,-0.33594050426052013,-0.13658001915312462,0.29592296119739947,0.39496436090918086,0.21946569319453263,0.3027238463330182,0.04997435445327243,0.4806394071248221,4.566776448555112,6.53314782835801,4.056763603222215,5.624910354420196,0.6330646098134588,0.25172897734878114,-0.014253417758607445
2020-01-08,16.617674380454126,1.5056174990882125,-0.020349277875046534,0.20709800158843691,0.5334095165627764,0.06361362834401543,-0.23049475577581524,0.1458174049642441,0.4716203000672128,4.045588199940023,5.527984620744497,5.1816238885502015,4.639762011297986,1.0036485595099682,0.26847321496803744,-0.07547716816798498
2020-01-07,12.253907449214488,3.6574386054718486,0.17419412779930796,-0.006172296542423794,0.5188778283925433,0.1972172110133131,0.3745405937756081,0.1435284317151207,0.46876740255354915,3.280307429842781,3.2906255681019014,4.887130250698853,5.121285753953609,0.9065512704432424,0.25681800254126974,0.04295983795854142
2020-01-06,42.25697023243355,-0.327739551377486,-0.006477543450764817,0.11956962391578958,0.6120932173466253,0.1213359836612143,-0.0836027012561659,0.09997429036154493,0.71171977440798,3.4519710679690006,5.9132931908807835,4.645813958202489,6.148182595570645,0.6520905279345885,0.2571094001802542,-0.10457954488319443
2020-01-03,21.494938506512938,0.06518857201224681,0.22780826151930517,0.22579325002133155,0.6587789372221917,0.21367396619968426,0.45572772980998993,0.01149992049157414,0.2997111848457701,3.8747351919712276,4.7823129218472245,4.559067324544074,5.00588104474163,1.0862374638343235,0.27079785391031014,0.03699255494100353
2020-01-02,12.509015076800312,-0.7254529939867299,-0.044688550038892494,0.16570356730493657,0.622289521542245,0.16550020093111295,-0.007303133484444196,0.07012608729414307,0.18580236355917462,3.492171721364476,2.963748562672757,4.055252201559615,5.784364473201816,1.2727823957739017,0.23391412919918703,-0.032521826188486744
2019-12-31,34.336,0.309,0.162,0.241,0.633,0.183,0.248,0.188,0.426,6.31,8.484,2.797,6.926,1.01,0.273,-0.125
2019-12-30,31.3900492205965,2.939351071397878,-0.014872067969097041,0.06610669922343253,0.6174310027527874,0.3413578172668096,-0.10137613790079666,-0.07082559440601975,0.5139192651678727,1.6029814465604266,4.730995455754689,4.796625560414341,7.243250137477812,1.1753714947676395,0.229863917731726,0.029117528773530618
2019-12-27,6.266033781414048,4.321720709445351,0.18790320821515535,0.06019888905883046,0.5532041014390455,0.20078672404367387,0.12900209384274544,0.09196458456099724,0.36514820100009704,3.238835292777662,7.423614458691142,5.025167199528273,6.919067521906692,0.8580256094874039,0.20893518958149412,-0.04870190718877278
2019-12-26,26.001994276614074,2.8378357441145674,-0.06412980758217687,0.08087742668284215,0.6678181366071547,0.14874401975404689,0.08604631400991618,0.12493681834087528,0.7615302728833586,3.455498708373693,7.874436277593672,3.9051048754587496,6.610253489148461,1.074161684622293,0.2979203813953756,0.026178473787288603
2019-12-24,13.741841406615524,-0.5145311504333704,0.2241959448677649,0.11388161657639939,0.5263017840904917,0.1532220671937733,-0.1730452162853414,0.08367510383439569,0.45256464425704446,3.4018542983880318,5.416359676035671,4.170758615747672,7.173973848250024,0.5119189358169693,0.23297482787057197,-0.032849384502977065
2019-12-23,17.12363802659761,1.842199786883783,0.0751873260397493,0.0275634873536314,0.6149354785575764,0.1384529758036898,-0.0011981190025982524,0.0864191000831098,0.29727184217144703,4.268542299146936,6.263087704484297,4.237622720093658,7.1826864619181405,1.7861082135637183,0.26184906233000527,-0.012430513252644122
2019-12-20,24.426513589648813,0.0003420583588604753,0.13762854738015526,0.11530841283654863,0.6180278001432028,0.1957647083012731,0.13303739975757772,0.14071934496636265,0.4357940131806026,3.5117411722292107,4.153981838383424,4.5126038054180375,6.346728457263561,1.1330554232282786,0.20165592228286316,-0.1108304121687074
2019-12-19,24.28373719211911,1.5810327076321395,-0.015136046762413202,-0.08545458849266785,0.6384223002249297,0.23367123471244178,0.28256859313316146,0.0963885440458189,0.2905780337901619,3.7211478845819665,3.4853513622885854,3.9677424184564627,6.0038644817928,0.7806757627961644,0.23524285756991342,-0.08008338605832246
2019-12-18,7.9009207766036,0.5395908329071257,0.1512574184352675,0.12085353406900733,0.5458406718826038,0.24593873219191179,0.0548226928969299,0.010162387144937793,0.4524297575538686,5.384397834878012,6.432379745790829,4.0358926179005685,5.774655551453908,1.118386708657617,0.28878764287768705,0.0056256108817423
2019-12-17,22.61742350468244,0.6297662099626951,0.21010004285483524,0.09847765732656633,0.509189312717933,0.27031110465631736,0.200483956070262,-0.03877293050170863,0.3271248735417702,3.3198644532259487,5.766909382466452,3.8987786514762495,6.509642633686652,1.312934282838031,0.2641272674710881,-0.047812595540951554
2019-12-16,32.24927743444934,2.030461883230802,0.11676730039291727,0.10359388511258269,0.6114150425168431,0.1376024726145597,0.13824158861914287,0.012548767398462737,0.3710433766352983,3.7517631253316144,3.241772463393438,4.612435708349446,5.073702339852572,0.9118266528267889,0.2639433821633398,-0.0034639239408020897
2019-12-13,14.844997367348514,1.2175394461839901,0.18749716221373938,0.10999622675759771,0.624271123907713,0.14091289643598182,-0.14076083104538312,0.10871387563283123,0.563586573497167,3.866827031618357,5.860168430623782,3.725927746610413,8.51213271046064,1.2733472539007755,0.2591641006133977,0.019518347792490315
2019-12-12,32.002590514291214,-1.3769211997175947,0.0003776932185973747,0.2687288320186872,0.5367349159171733,0.12375669063569822,0.04677941530188323,0.256771422828628,0.47371311409543043,3.1232943987927886,6.9352930581962084,3.6995980752873616,5.080143342798833,1.4029795988829525,0.2285576782187274,-0.010304002269102854
2019-12-11,24.238001110353643,-0.08325221609086475,0.12837948527488716,0.22081266698577023,0.5769553680192807,0.19293607406218696,0.1754767359671284,0.008130324382562004,0.5486635748266954,4.989920741760108,5.774612492214464,4.26160894050401,5.547537510046822,1.3352435367368587,0.22960404140359625,-0.018421753092111748
2019-12-10,16.109333224729525,0.13703457596364554,0.21761150872720875,0.11738632533841198,0.5754538220876533,0.24523249990932655,-0.1697447022738975,0.09255666800128558,0.338893983521112,3.7966129121233765,8.47643937232634,4.382217902080005,5.029620045136441,0.9696424614730119,0.22394178654477387,-0.031996777681667865
2019-12-09,9.95668208416182,1.4665699918572315,0.336327616343211,0.11030742862108733,0.4825146413668715,0.15817955901804193,0.29135578957047265,0.1873706882027795,0.4929564695694733,1.9369142237834296,2.63860010177932,4.913157125971071,6.012924575381117,1.078133099967885,0.2230058407537498,-0.01040887690585686
