Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual
2020-01-31,8.095,0.063,0.0,0.21,0.627,0.194,0.179,0.055,0.334,3.189,3.908,51.139,14.371,1.463,0.16,-0.084
2020-01-30,8.115469796656793,0.1500045025025163,0.0,0.2247191421759851,0.6431099750275334,0.19965876861343831,0.1527840478464121,0.027972360273411795,0.24489318462820514,3.9833824525708406,5.660035300073624,46.591804987290566,14.650252556112953,1.1378547099784895,0.1613702564126285,-0.08348785373252061
2020-01-29,7.670606376431411,0.02201846631478893,0.0,0.18917288929211604,0.6964941828212465,0.18091870032822732,0.17311497765396683,0.028054698528765496,0.24898331488379227,4.11341256055284,4.875664468258927,46.51255467458988,13.408210517802186,1.3820266580376108,0.15563521936673638,-0.10144102054477444
2020-01-28,7.187371061580018,0.17682781559583835,0.0,0.17390639702001615,0.6741237919267221,0.1814688262601965,0.14838975869519427,0.018498650906586808,0.2256562355707463,4.463890934557904,5.0010368919242385,66.82951844078924,10.267663584383865,1.0541677501743254,0.15776515035548436,-0.07214060957672312
2020-01-27,8.605425577350902,0.18073170240255573,0.0,0.2040169579691427,0.6990059467929728,0.19758191051687798,0.1534007077627951,0.008693684783072964,0.18429925813605494,3.618364580009284,3.6507422095083943,49.88018768650535,12.702218524573995,1.2002623664126855,0.1618894755082734,-0.06405197086007014
2020-01-24,7.305734390446672,0.2583985317823415,0.0,0.16070371547338447,0.6738421056025337,0.1844941124380484,0.13857115334723766,0.021871952106531263,0.247019325354651,3.7353186936414113,5.22952733389214,54.64524085298223,13.277088214823644,1.081714463282504,0.16505683704262059,-0.08793957780148585
2020-01-23,8.697823122991341,0.1556441569971757,0.0,0.1849501170881095,0.6973883383340834,0.18751188932839893,0.14041556268143762,0.02737361865191489,0.23621021758160704,3.3492653237886394,5.42020297997038,46.94906034172406,14.088949380169867,0.9728112900687753,0.15416482953735755,-0.07775889808125219
2020-01-22,9.009769437663172,0.2270978743567838,0.0,0.20063138050421372,0.6178561109400682,0.16560262922458743,0.13077171178923352,0.012909594844934077,0.24759825061898547,3.999299861485048,4.270511507425309,61.681586021308796,11.15797849872396,1.0848161026608254,0.15083185962879317,-0.06482330310650491
2020-01-21,7.68811225613643,0.10636553178414344,0.0,0.21999396387370374,0.6512622905172868,0.18672329212765415,0.12927983912091032,0.03154063636274048,0.2483408833508884,4.5153744247414505,6.436839645127937,66.37563411809732,14.390970199751237,1.1981367973662236,0.15126449714089082,-0.0714374892098289
2020-01-17,8.044170587480851,0.019868005849433323,0.0,0.172487181782985,0.6627164264349178,0.18951175447360255,0.15663134344086543,0.014879173563216325,0.24701455162540084,3.8610810039159245,4.978412129612624,67.18991361998214,12.806248049721997,1.0363454523803022,0.14584543539027114,-0.060208203632345206
2020-01-16,6.117613735348086,0.11759874162548227,0.0,0.1776509710462491,0.6924296294914059,0.17684707132911887,0.12848619272315423,0.03553108612739695,0.2382796744600179,3.9521015918227533,4.487344891953771,72.7055184741597,11.582514904226924,1.1005173949234504,0.13906419824078461,-0.07705190965236247
2020-01-15,8.427480247389854,0.1938862760148263,0.0,0.15960854472158809,0.6795967962146927,0.17321953711600324,0.1295870179081682,0.02375135583804322,0.25700061649262995,3.4021467029280537,4.112735975833221,48.782807796267164,12.766510313241605,1.25697579147701,0.16350026589588457,-0.0703542200831137
2020-01-14,7.846706076728829,0.1875448549047198,0.0,0.15285653556600873,0.69530615584998,0.18431943452377716,0.12709366747825698,0.023277201175014875,0.1957517275232029,3.8790313013240154,5.068464092712432,58.78647230983406,15.303597074478349,1.085097873721256,0.15306434733565047,-0.09689277316443749
2020-01-13,7.457684368846465,0.11011845225404661,0.0,0.20464679929918458,0.6379988221468735,0.1903864133785519,0.16871399559350386,0.014601554855722574,0.24290705075927108,4.513989766597752,4.980566698705164,52.185549760452105,12.123623077862204,1.209159260848186,0.13906265488874345,-0.06074729419162353
2020-01-10,7.581786306449017,-0.00022202692771830512,0.0,0.17347785953758355,0.636492568490341,0.18854250142488654,0.13344214217530156,0.018849987813854607,0.23944779854071666,3.713850784271785,4.437411730515835,66.03000165037169,14.872692749569534,1.292169079449997,0.15296502717412333,-0.0593765023265706
2020-01-09,7.098746756995813,-0.026320163869115593,0.0,0.1913805744890486,0.6592416536309099,0.17730465904079173,0.18002347275121672,0.024073246084830097,0.2616444129275882,4.584288531592095,4.482298516228127,33.77094125815118,13.320516878583634,1.1466821496236865,0.14679343840698814,-0.05085532714905564
2020-01-08,6.062877694131561,0.194191640641929,0.0,0.19641280069667186,0.6742792274106759,0.188264739346851,0.14357060243274522,0.02983266647819258,0.19501038898239498,3.9514855873054997,3.2010272840690934,81.10979677533659,13.704323797123283,0.9851753745768141,0.15869737013894136,-0.11939705491195365
2020-01-07,6.4326601491784245,-0.03274438338482638,0.0,0.18830868207591572,0.6923056354157612,0.1982913133327873,0.1663412052996896,0.026071606801709325,0.2743461170406273,3.830817962434301,4.25166846524527,64.00129658149893,15.49724962868705,1.1777750976930754,0.16142241006224434,-0.07947657992048637
2020-01-06,7.681369826455202,0.20881121185848883,0.0,0.18519052135365924,0.668918803233909,0.1734881532902584,0.12113884993668875,0.017279499628500478,0.2594879062088112,4.530515120428692,3.8528013850531067,57.8250868495411,14.350962947911166,1.0179037044645871,0.14310108310183356,-0.07886538591319968
2020-01-03,7.328921885247848,0.21912224787317686,0.0,0.15962376229651612,0.6806766007093915,0.17194114364749713,0.10040982534637596,0.023301671908948884,0.15749838156288748,4.8782254852613125,4.7628415101495944,57.183942279619984,12.58769352389617,1.1078453602537375,0.1427829523364941,-0.09113156572761505
2020-01-02,6.313626569776236,0.037713804962243,0.0,0.22440277037742376,0.642455667401797,0.19646000563902072,0.1355053075084056,0.016609868762608247,0.2529823954767456,3.3167057366384496,5.207987297138685,57.73482098151106,13.676532653000907,1.1050342851549118,0.15405201921968392,-0.081588551386322
2019-12-31,7.566,0.059,0.0,0.21,0.627,0.194,0.179,0.055,0.334,3.189,3.908,51.139,14.371,1.463,0.16,-0.084
2019-12-30,8.27986886473818,0.15086842850287313,0.0,0.2161779659861337,0.688353031759267,0.1982007301697454,0.09003489938963688,0.02468627645601482,0.28108212710831443,3.366654727653481,3.895808116224263,42.544453079469214,14.199469503688142,0.8250590777093949,0.149505381239579,-0.06887661461143621
2019-12-27,8.190209800874674,0.22720723379228977,0.0,0.18630263897105945,0.6280592873088388,0.19278728676607118,0.11992789024573776,0.015634080554059876,0.29444577908225333,4.843161039026907,4.369305036360677,57.81317381933977,13.627824855954023,0.9547628339268764,0.16113156725197306,-0.07028431242419825
2019-12-26,7.211756562536208,0.21229087671655025,0.0,0.21536499311547108,0.6983566663745341,0.19763508505261737,0.1344090856467496,0.013768362859986602,0.3006963350740683,4.214537017930235,3.6775830215508445,61.89425077867724,14.39437953990653,1.0764141278371622,0.14869068690636353,-0.08227029233690519
2019-12-24,7.115606700192911,0.35447719823172014,0.0,0.1826496313038537,0.6694332139377768,0.18797662260631798,0.13128884894327836,0.007018134858230617,0.20081951478985577,3.86567822538283,5.14023883985376,54.862523694046,13.51204026856494,1.088728103262047,0.14271035642430316,-0.06521275356831449
2019-12-23,7.399309552241148,0.2963460012857726,0.0,0.22498432034789967,0.6705027698240587,0.1763805207302827,0.1629855651745552,0.02836541773041024,0.21509741159644885,3.944874469753282,4.817907180074682,28.858801313194498,13.464957718614786,0.9416800826502093,0.14253547038217673,-0.06160491305482833
2019-12-20,8.024435071092407,0.25935710466531703,0.0,0.15772294614111587,0.6428064292879383,0.1958079027751004,0.11361656560305325,0.01997132510850214,0.23006228215251426,4.7682708061293635,5.189092177686289,33.92897320246108,15.780484075656897,1.1318507585421644,0.15599322927782983,-0.09240619674287232
2019-12-19,8.119646870141949,-1.0320607718439234e-06,0.0,0.1759829229657686,0.6324323129056777,0.19891263189024655,0.14259241753298582,0.01496203348827841,0.2292251548034543,4.148245098931011,4.527613604239865,58.68921400140639,11.584266419458245,1.2114577324090927,0.16866091180051854,-0.10280205387280318
2019-12-18,7.218597036421998,0.06595573678585757,0.0,0.1633012426682293,0.7038711685352241,0.1914091052206248,0.1889038318824101,0.027596374821424033,0.24262357671012028,4.413501538243605,4.654731821857442,59.51605993503323,14.155129378870438,1.019629448033216,0.15020118497569931,-0.09578096605317676
2019-12-17,7.08169569557362,0.13951673920409602,0.0,0.20453310061273555,0.6955440031491198,0.19527784003736334,0.1266669393412344,0.019988191979421845,0.22541779491431985,4.654313619000033,4.69119460157274,84.02558240622412,14.182378803125722,1.113695223092511,0.14319773633148358,-0.09515624603231461
2019-12-16,5.947529169552529,0.11112261538350267,0.0,0.13128937047640282,0.6927965764955739,0.18931508708550593,0.11213401667951987,0.03288009761409258,0.20045135903943762,4.613843837587794,5.16968810434766,55.71383294711398,12.476819762982316,1.0617736920130314,0.14740614334938873,-0.06728105558449166
2019-12-13,8.011757951834294,-0.056228560801013655,0.0,0.1735107678404704,0.7118496293325138,0.1762990340380912,0.12241456948177395,0.021344368753156664,0.24007165927907717,3.7925619739851166,4.4936620655844735,43.55594588084108,10.431905291104394,1.0781731979114335,0.14758977895312314,-0.07279227248201064
2019-12-12,7.972412899814539,0.1132738467476934,0.0,0.2343080877176643,0.654895032783892,0.1878067320128631,0.14831162230437756,0.02323340177289405,0.3004541458861245,3.3673608298102513,3.8793232147293875,49.93727140322882,12.587270630244566,1.1107941554194782,0.14943369488301722,-0.07958779862261886
2019-12-11,7.537239507712837,0.0746617276203274,0.0,0.2325027756900457,0.6544085973300918,0.1731229135297714,0.13063245103306242,0.023692590916514707,0.17792777540877608,3.5039546316106294,3.9220527241284886,72.80041038215859,10.645721429902009,1.002073957538906,0.14455765969855403,-0.0505711188311219
2019-12-10,7.568175422919367,-0.019799026555880422,0.0,0.21384766702793329,0.6782247297633031,0.19675020346977523,0.12234095420172264,0.02824992339932037,0.2967889224789292,3.7655384370354583,3.2904619688299173,47.014260077166185,11.51687786413537,1.14326123013586,0.1530077449261544,-0.082647228822044
2019-12-09,7.348727541898663,0.15736119021990655,0.0,0.21435570801496456,0.6865312583396546,0.19275968174379637,0.15487821096883547,0.03812037720912195,0.1701270914398136,2.4415688286067967,5.720868083632597,66.40143004893403,13.712262331688764,1.3004595595154829,0.1437100959834739,-0.08825520909368831
2019-12-06,7.0466751424842045,0.4079688080478933,0.0,0.2003067141603603,0.7327369679563214,0.17352535128678556,0.13555804933635152,0.010533806737980086,0.19954019009945254,3.282049832578519,3.8137999457889555,74.50420976139151,13.416408130554164,0.973163971740447,0.14722272901747574,-0.08231722991653229
2019-12-05,5.980835781194797,0.18043134055795013,0.0,0.17129625142569527,0.6895554310019403,0.18873945265263,0.14376288355650824,0.0196851163015105,0.2729819612870314,2.5034218914785358,3.9346334947735384,34.50295877510911,13.438774440229214,1.1005017172002534,0.16227639752637393,-0.08814265829784651
2019-12-04,8.261208154224708,0.1309705263821037,0.0,0.1455141358286821,0.7106739144299912,0.19112641854695256,0.15351788998596477,0.0180160125636307,0.19662358664061041,3.45528538301787,5.48166319681088,42.67123692267919,10.386230823115024,1.1381749327293509,0.1568665055450981,-0.078521297343219
2019-12-03,7.638842581562188,0.07485177939028588,0.0,0.09698398463033794,0.6601675885955083,0.18351443582133786,0.15891997930874016,0.01896829205244515,0.2698668232803444,4.030096648477174,5.607292996877765,61.15021555046476,14.557429499947922,1.0009939800799952,0.15303673519750347,-0.0915486299679684
