Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD
2010-01-04,11.449826564362978,-4.582334498675384,-0.0412020376590866,0.0959168416670594,0.7587019530602173,0.1834049522817289,-0.0550803067810464,0.1601467475950622,0.438944188754053,0.4428977657585485,1.571047424456504,2.1310778820451644,3.022329021478212,0.5549751200533751,0.1144922592401434,0.0267351181501357,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.68,,,,,,-655599.9999996385
2010-01-05,10.80916175106269,-0.4800611132000325,-1.433264291884941,0.0755267430428437,0.7339235983596807,0.1826218333053819,0.0142579634448677,0.123507615712917,0.4012258657506407,0.7836859102127083,1.7823631155605617,2.080373905103838,2.6213956975657293,2.0364604903128267,0.1184181243040907,0.0330044160387934,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.58,,,,,,7737997.50000003
2010-01-06,13.766324743006074,6.570354152401901,0.8981194895400082,0.0744975949440018,0.7444489476710711,0.1809073232504948,0.0961237290452478,0.0819667663915392,0.5737141507646513,0.9923932548731688,1.8051617240880788,1.727478293374719,2.950375741581751,3.127064134680859,0.1068939534102616,-0.0055471949760843,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.56266666666667,,,,,,9176646.478873512
2010-01-07,11.138839741526184,1.5156270914207954,2.390675565595489,0.1612864111585331,0.7430117291744588,0.1641145838133111,0.1197592415287961,0.0567029572162999,0.6777339149100698,0.509414450828607,1.9981790026272013,2.259124127783317,2.577659147741604,2.1360282493844283,0.1184060715788268,-0.0369954682529874,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.48631111111112,,,,,,9703859.795081884
2010-01-08,10.991279875563606,0.7076714667605822,-3.5112613750169155,0.0177633209741951,0.7433919589380098,0.1767153336596804,0.1369323887399268,0.1294379450071581,0.298438634267834,0.2010034736938171,1.751385408324476,2.2177325957279237,2.9893568192199167,0.7416517276966788,0.1233996935491809,0.0005972096186746,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.44946962962965,,,,,,15820995.685222438
2010-01-11,8.400769669520432,3.814461905209189,-1.3382690670604744,0.0666213094725775,0.7520662945113548,0.1764456481847505,0.0998524505753422,0.1328569022890989,0.7713619546017252,0.8004047776111538,1.5622966496524755,2.178391151700221,2.519090882542004,1.223619920754392,0.1211896090268724,-0.0181491043231172,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.41887367901236,,,,,,18489180.224011537
2010-01-12,13.26675794103124,0.9361301319279284,-1.436115949941275,0.0882218247271264,0.7464915412818488,0.1755439178232081,0.0674168776020387,0.1155986315907227,0.6303224335309519,0.9377911870269384,1.9872280594500884,2.0524850336363256,2.5931270261220547,0.0331814039797282,0.1165435305786652,-0.0441658949209466,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.43769052181072,,,,,,27066541.358545408
2010-01-13,12.264697350810335,1.1994348064321012,-0.101131068350128,0.123397941474627,0.7550604100158325,0.1736982930448594,0.0609219933738362,0.1016324601328914,0.9506163993380434,0.7292854844799993,1.6012994991036402,1.9663780720684176,2.8610778856096566,-0.4826792477846282,0.1175476695074765,-0.0268657724613101,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.50866511890263,,,,,,38852664.81191964
2010-01-14,8.572195982503922,-4.222814711054789,-2.453096659606252,0.0555237150759027,0.7573742746867929,0.1735840866203748,0.070422670267003,0.1022101684690863,0.3128925961934733,0.6924825918008706,1.3024305226775088,2.0674901404949853,2.839819956804296,1.9981470195353055,0.1213587383116252,0.0110044964725192,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.58750976971561,,,,,,53476293.11966261
2010-01-15,10.752147722805518,-3.546886908099128,-2.685776464676956,0.0923786296279896,0.7360894280602048,0.1885787385607285,0.0889645288374463,0.0782516483840095,0.7410960164694573,0.6840855125374834,1.7412732224404044,2.126825549367233,2.8282024611449423,0.0533058741452614,0.1193730431528883,0.0053899134106031,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,64.5838418004202,,,,,,39885205.79552611
